Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1624580081,4/5/2016,1335,0.870000004768372,0.870000004768372,0,0,0,0.870000004768372,0,0,0,74,1366,1308
1624580081,4/6/2016,1004,0.649999976158142,0.649999976158142,0,0,0,0.649999976158142,0,0,0,55,1385,1276
1624580081,4/7/2016,1111,0.720000028610229,0.720000028610229,0,0,0,0.720000028610229,0,0,0,54,1386,1278
1624580081,4/8/2016,6344,4.11999988555908,4.11999988555908,0,0,0,4.09999990463257,0,0,0,143,1297,1409
1624580081,4/9/2016,3572,2.3199999332428,2.3199999332428,0,0,0,2.28999996185303,0.0299999993294477,0,0,122,1318,1370
1624580081,4/10/2016,3910,2.53999996185303,2.53999996185303,0,0.469999998807907,0.25,1.80999994277954,0.00999999977648258,7,7,186,1240,1555
1624580081,4/11/2016,10000,6.5,6.5,0,0,0,6.5,0,0,0,172,1268,1469
1624580081,4/12/2016,6627,4.30999994277954,4.30999994277954,0,0,0,4.30999994277954,0,0,0,89,604,706
1644430081,4/1/2016,4636,3.41000008583069,3.41000008583069,0,0,0.779999971389771,2.59999990463257,0.0299999993294477,0,16,586,838,3323
1644430081,4/2/2016,20237,14.710000038147,14.710000038147,0,2.5699999332428,6.40000009536743,5.73000001907349,0.00999999977648258,34,141,347,918,4029
1644430081,4/3/2016,12912,9.40999984741211,9.40999984741211,0,4.82999992370605,0.769999980926514,3.78999996185303,0.0299999993294477,59,16,283,1082,3436
1644430081,4/4/2016,2819,2.04999995231628,2.04999995231628,0,0.310000002384186,0.170000001788139,1.55999994277954,0.00999999977648258,4,4,87,1345,2444
1644430081,4/5/2016,9921,7.21000003814697,7.21000003814697,0,0.340000003576279,1.51999998092651,5.3600001335144,0,5,35,219,1181,3098
1644430081,4/6/2016,8046,5.84999990463257,5.84999990463257,0,1.28999996185303,2.11999988555908,2.45000004768372,0,18,41,137,1244,2925
1644430081,4/7/2016,11166,8.11999988555908,8.11999988555908,0,0.209999993443489,2.41000008583069,5.5,0,3,58,230,1149,3202
1644430081,4/8/2016,7842,5.69999980926514,5.69999980926514,0,0.479999989271164,2.41000008583069,2.80999994277954,0,7,43,161,1229,2928
1644430081,4/9/2016,13840,10.0600004196167,10.0600004196167,0,1.30999994277954,3.72000002861023,5.03000020980835,0,18,81,192,1149,3290
1644430081,4/10/2016,1329,0.970000028610229,0.970000028610229,0,0,0,0.970000028610229,0,0,0,35,207,489
1844505072,4/1/2016,6847,4.53000020980835,4.53000020980835,0,0.610000014305115,0.370000004768372,3.54999995231628,0,9,9,251,1171,1969
1844505072,4/2/2016,5367,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,263,1177,1889
1844505072,4/3/2016,2841,1.87999999523163,1.87999999523163,0,0,0,1.87999999523163,0,0,0,136,1114,1636
1844505072,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,669,1347
1844505072,4/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,4/6/2016,7,0,0,0,0,0,0,0,0,0,1,1439,1349
1844505072,4/7/2016,6344,4.19000005722046,4.19000005722046,0,0,0,4.19000005722046,0,0,0,290,1150,1965
1844505072,4/8/2016,5316,3.50999999046326,3.50999999046326,0,0,0,3.50999999046326,0,0,0,221,1219,1824
1844505072,4/9/2016,4979,3.28999996185303,3.28999996185303,0,0,0,3.28999996185303,0,0,0,184,620,1807
1844505072,4/10/2016,6556,4.34000015258789,4.34000015258789,0,0,0,4.32999992370605,0,0,0,305,810,1971
1844505072,4/11/2016,5430,3.58999991416931,3.58999991416931,0,0,0,3.58999991416931,0,0,0,251,1189,1888
1844505072,4/12/2016,0,0,0,0,0,0,0,0,0,0,0,426,399
1927972279,4/1/2016,4317,2.99000000953674,2.99000000953674,0,0,0.370000004768372,2.61999988555908,0,0,11,192,854,2590
1927972279,4/2/2016,5662,3.92000007629395,3.92000007629395,0,0,0,3.92000007629395,0,0,0,267,858,2783
1927972279,4/3/2016,3198,2.21000003814697,2.21000003814697,0,0,0,2.21000003814697,0,0,0,146,1183,2449
1927972279,4/4/2016,2352,1.62999999523163,1.62999999523163,0,0,0,1.62999999523163,0,0,0,128,829,2380
1927972279,4/5/2016,2234,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,108,912,2344
1927972279,4/6/2016,1259,0.870000004768372,0.870000004768372,0,0,0,0.870000004768372,0,0,0,73,938,2202
1927972279,4/7/2016,768,0.529999971389771,0.529999971389771,0,0,0,0.529999971389771,0,0,0,43,1397,2130
1927972279,4/8/2016,519,0.360000014305115,0.360000014305115,0,0,0,0.360000014305115,0,0,0,34,1406,2088
1927972279,4/9/2016,2523,1.75,1.75,0,0,0.370000004768372,1.37999999523163,0,0,9,134,1250,2443
1927972279,4/10/2016,2105,1.46000003814697,1.46000003814697,0,0,0,1.46000003814697,0,0,0,139,805,2442
1927972279,4/11/2016,1209,0.839999973773956,0.839999973773956,0,0,0,0.839999973773956,0,0,0,73,842,2255
1927972279,4/12/2016,24,0.0199999995529652,0.0199999995529652,0,0,0,0.0199999995529652,0,0,0,3,161,942
2022484408,4/1/2016,13603,9.60000038146973,9.60000038146973,0,5.46000003814697,0.629999995231628,3.50999999046326,0,72,16,213,1139,2645
2022484408,4/2/2016,5477,3.83999991416931,3.83999991416931,0,0,0,3.83999991416931,0,0,0,237,1203,2040
2022484408,4/3/2016,11144,7.82000017166138,7.82000017166138,0,1.78999996185303,0.889999985694885,5.1399998664856,0,25,22,279,1114,2395
2022484408,4/4/2016,15313,11,11,0,5.01999998092651,1.28999996185303,4.69000005722046,0,62,19,233,1126,2581
2022484408,4/5/2016,10805,7.59000015258789,7.59000015258789,0,0.720000028610229,0.980000019073486,5.8899998664856,0,36,37,298,1069,2735
2022484408,4/6/2016,15392,10.9300003051758,10.9300003051758,0,3.4300000667572,1.75,5.75,0,47,42,258,1093,2733
2022484408,4/7/2016,18247,13.8299999237061,13.8299999237061,0,7.1100001335144,2.21000003814697,4.51000022888184,0,72,62,252,1054,3021
2022484408,4/8/2016,13023,9.26000022888184,9.26000022888184,0,3.23000001907349,0.560000002384186,5.46999979019165,0,40,12,296,1092,2577
2022484408,4/9/2016,16267,12.5900001525879,12.5900001525879,0,5.75,0.469999998807907,6.36999988555908,0,44,16,302,1078,2811
2022484408,4/10/2016,10005,7.01999998092651,7.01999998092651,0,0.0799999982118607,1.04999995231628,5.90000009536743,0,1,23,339,1077,2458
2022484408,4/11/2016,10106,7.09000015258789,7.09000015258789,0,1.21000003814697,0.560000002384186,5.32999992370605,0,41,16,272,1111,2568
2022484408,4/12/2016,6717,4.71999979019165,4.71999979019165,0,3.23000001907349,0.219999998807907,1.26999998092651,0,41,5,67,551,1140
2026352035,4/1/2016,2605,1.62000000476837,1.62000000476837,0,0,0,1.62000000476837,0,0,0,166,729,1407
2026352035,4/2/2016,1229,0.759999990463257,0.759999990463257,0,0,0,0.759999990463257,0,0,0,69,795,1237
2026352035,4/3/2016,2308,1.42999994754791,1.42999994754791,0,0,0,1.42999994754791,0,0,0,115,720,1330
2026352035,4/4/2016,6679,4.1399998664856,4.1399998664856,0,0,0,4.1399998664856,0,0,0,263,644,1583
2026352035,4/5/2016,5645,3.5,3.5,0,0,0,3.5,0,0,0,248,621,1538
2026352035,4/6/2016,3180,1.97000002861023,1.97000002861023,0,0,0,1.97000002861023,0,0,0,185,738,1421
2026352035,4/7/2016,2767,1.72000002861023,1.72000002861023,0,0,0,1.72000002861023,0,0,0,170,673,1392
2026352035,4/8/2016,3762,2.32999992370605,2.32999992370605,0,0,0,2.32999992370605,0,0,0,173,719,1425
2026352035,4/9/2016,3098,1.91999995708466,1.91999995708466,0,0,0,1.91999995708466,0,0,0,185,700,1413
2026352035,4/10/2016,5142,3.19000005722046,3.19000005722046,0,0,0,3.19000005722046,0,0,0,230,654,1515
2026352035,4/11/2016,3279,2.02999997138977,2.02999997138977,0,0,0,2.02999997138977,0,0,0,164,694,1405
2026352035,4/12/2016,1019,0.629999995231628,0.629999995231628,0,0,0,0.629999995231628,0,0,0,64,223,600
2320127002,4/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,4/2/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1324
2320127002,4/5/2016,4931,3.3199999332428,3.3199999332428,0,0,0,3.3199999332428,0,0,0,175,1265,1708
2320127002,4/6/2016,6999,4.71999979019165,4.71999979019165,0,0,0,4.71999979019165,0,0,0,320,1120,1950
2320127002,4/7/2016,1846,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,93,1347,1508
2320127002,4/8/2016,3417,2.29999995231628,2.29999995231628,0,0,0,2.29999995231628,0,0,0,153,1287,1625
2320127002,4/9/2016,4863,3.27999997138977,3.27999997138977,0,0.0599999986588955,0.419999986886978,2.79999995231628,0,1,11,208,1220,1772
2320127002,4/10/2016,2277,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,103,1337,1530
2320127002,4/11/2016,11230,7.67000007629395,7.67000007629395,0,0.889999985694885,0.119999997317791,6.65999984741211,0,10,2,390,1038,2206
2320127002,4/12/2016,2098,1.4099999666214,1.4099999666214,0,0,0,1.4099999666214,0,0,0,69,617,790
2347167796,3/29/2016,10272,6.78999996185303,6.78999996185303,0,0.159999996423721,3.11999988555908,3.5,0,2,58,208,700,2041
2347167796,3/30/2016,10533,7.09999990463257,7.09999990463257,0,1.76999998092651,2.05999994277954,3.26999998092651,0,21,35,255,615,2187
2347167796,3/31/2016,6760,4.46999979019165,4.46999979019165,0,0,0,4.46999979019165,0,0,0,250,613,1929
2347167796,4/1/2016,8328,5.51000022888184,5.51000022888184,0,0,2,3.5,0,0,33,212,804,1935
2347167796,4/2/2016,15459,10.2200002670288,10.2200002670288,0,3.58999991416931,0.810000002384186,5.82000017166138,0,51,16,327,583,2438
2347167796,4/3/2016,7485,4.94999980926514,4.94999980926514,0,0,0,4.94999980926514,0,0,0,324,491,2035
2347167796,4/4/2016,10254,6.80000019073486,6.80000019073486,0,1.41999995708466,1.23000001907349,4.15999984741211,0,21,25,231,638,2099
2347167796,4/5/2016,10114,6.82000017166138,6.82000017166138,0,1.63999998569489,0.479999989271164,4.67999982833862,0,18,9,269,696,2096
2347167796,4/6/2016,11107,7.34000015258789,7.34000015258789,0,0.899999976158142,2.75999999046326,3.6800000667572,0,14,46,196,759,2058
2347167796,4/7/2016,10320,6.84999990463257,6.84999990463257,0,0.680000007152557,1.23000001907349,4.94000005722046,0,15,32,315,1002,2338
2347167796,4/8/2016,10209,6.75,6.75,0,0.159999996423721,0.349999994039536,6.23000001907349,0,2,6,316,711,2104
2347167796,4/9/2016,16081,10.6300001144409,10.6300001144409,0,1.25,1.82000005245209,7.55999994277954,0,16,32,401,970,2488
2347167796,4/10/2016,10078,6.82999992370605,6.82999992370605,0,1.01999998092651,0.119999997317791,5.69000005722046,0,12,3,303,463,2164
2347167796,4/11/2016,10001,6.6100001335144,6.6100001335144,0,0.330000013113022,2.9300000667572,3.35999989509583,0,5,52,196,788,2009
2347167796,4/12/2016,0,0,0,0,0,0,0,0,0,0,0,425,399
2873212765,4/1/2016,890,0.600000023841858,0.600000023841858,0,0,0,0.600000023841858,0,0,0,41,1399,1335
2873212765,4/2/2016,2214,1.49000000953674,1.49000000953674,0,0,0,1.49000000953674,0,0,0,197,1243,1559
2873212765,4/3/2016,7640,5.13000011444092,5.13000011444092,0,0.189999997615814,0.800000011920929,4.15000009536743,0,3,15,315,1107,1845
2873212765,4/4/2016,9713,6.53000020980835,6.53000020980835,0,0.340000003576279,0.889999985694885,5.28999996185303,0,6,24,355,1055,2046
2873212765,4/5/2016,8432,5.67000007629395,5.67000007629395,0,0,0,5.65000009536743,0.00999999977648258,0,0,374,1066,1953
2873212765,4/6/2016,7350,4.94000005722046,4.94000005722046,0,0,0,4.94000005722046,0,0,0,382,1058,1910
2873212765,4/7/2016,9353,6.30999994277954,6.30999994277954,0,0.370000004768372,0.689999997615814,5.23999977111816,0,5,17,363,1055,2035
2873212765,4/8/2016,7157,4.80999994277954,4.80999994277954,0,0,0,4.80999994277954,0,0,0,380,1060,1944
2873212765,4/9/2016,14103,9.5600004196167,9.5600004196167,0,3.01999998092651,0.409999996423721,6.1399998664856,0.00999999977648258,46,8,288,1098,2257
2873212765,4/10/2016,5290,3.54999995231628,3.54999995231628,0,0.0399999991059303,0.340000003576279,3.17000007629395,0,1,8,251,1180,1724
2873212765,4/11/2016,7497,5.03999996185303,5.03999996185303,0,0,0,5.03999996185303,0,0,0,357,882,1741
2873212765,4/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0
2891001357,3/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,3/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,4/1/2016,0,0,0,4.82803201675415,0,0,0,0,0,660,0,780,4562
2891001357,4/2/2016,4126,3.22000002861023,0,3.21868801116943,0,0,3.22000002861023,0,0,0,720,720,2881
2891001357,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1920
2891001357,4/5/2016,2063,1.61000001430511,0,1.60934400558472,0,0,1.61000001430511,0,0,0,630,99,1144
3372868164,4/1/2016,5785,3.95000004768372,3.95000004768372,0,0,0,3.91000008583069,0.0399999991059303,0,0,311,1129,1852
3372868164,4/2/2016,7625,5.23000001907349,5.23000001907349,0,1.67999994754791,0.0399999991059303,3.5,0.00999999977648258,24,1,341,1074,2069
3372868164,4/3/2016,4706,3.21000003814697,3.21000003814697,0,0,0,3.21000003814697,0,0,0,299,1141,1816
3372868164,4/4/2016,5861,4.01999998092651,4.01999998092651,0,1.29999995231628,0.219999998807907,2.49000000953674,0.00999999977648258,20,7,233,1180,1878
3372868164,4/5/2016,4460,3.03999996185303,3.03999996185303,0,0,0,3.01999998092651,0.0299999993294477,0,0,248,1192,1787
3372868164,4/6/2016,6406,4.3899998664856,4.3899998664856,0,0.779999971389771,0.0900000035762787,3.51999998092651,0.00999999977648258,17,4,325,1094,2010
3372868164,4/7/2016,7392,5.09999990463257,5.09999990463257,0,0.870000004768372,0.159999996423721,4.05000019073486,0.0199999995529652,14,9,332,1085,2038
3372868164,4/8/2016,5551,3.78999996185303,3.78999996185303,0,0,0,3.76999998092651,0.00999999977648258,0,0,282,1158,1815
3372868164,4/9/2016,8827,6.25,6.25,0,1.76999998092651,0.479999989271164,4,0.00999999977648258,21,10,346,1063,2062
3372868164,4/10/2016,4662,3.1800000667572,3.1800000667572,0,1.03999996185303,0.150000005960464,1.99000000953674,0,22,4,152,735,1276
3977333714,4/1/2016,4499,3.00999999046326,3.00999999046326,0,0,0,3.00999999046326,0,0,0,168,842,1288
3977333714,4/2/2016,7618,5.09999990463257,5.09999990463257,0,0,0.180000007152557,4.90999984741211,0,0,6,302,842,1490
3977333714,4/3/2016,11508,7.69999980926514,7.69999980926514,0,2.17000007629395,0.839999973773956,4.69000005722046,0,29,22,282,748,1630
3977333714,4/4/2016,11943,7.98999977111816,7.98999977111816,0,1.02999997138977,2.00999999046326,4.94999980926514,0,16,43,297,710,1648
3977333714,4/5/2016,12303,8.22999954223633,8.22999954223633,0,1.71000003814697,1.35000002384186,5.17000007629395,0,26,32,291,605,1649
3977333714,4/6/2016,15425,10.3199996948242,10.3199996948242,0,1.62000000476837,1.82000005245209,6.86999988555908,0,24,45,331,614,1783
3977333714,4/7/2016,8422,5.63000011444092,5.63000011444092,0,0,3.59999990463257,2.03999996185303,0,0,81,139,815,1431
3977333714,4/8/2016,10226,6.84000015258789,6.84000015258789,0,0,4.44000005722046,2.40000009536743,0,0,101,174,685,1524
3977333714,4/9/2016,14583,9.76000022888184,9.76000022888184,0,2.48000001907349,1.74000000953674,5.53000020980835,0,35,36,254,697,1697
3977333714,4/10/2016,3573,2.39000010490417,2.39000010490417,0,0.939999997615814,0.409999996423721,0.970000028610229,0,15,8,99,866,1232
3977333714,4/11/2016,3108,2.14000010490417,2.14000010490417,0,0.0700000002980232,0.0399999991059303,1.96000003814697,0,1,1,129,894,1223
3977333714,4/12/2016,759,0.569999992847443,0.569999992847443,0,0,0,0.569999992847443,0,0,0,17,187,182
4020332650,3/12/2016,5543,3.97000002861023,3.97000002861023,0,0,0,3.96000003814697,0.00999999977648258,0,0,254,757,2990
4020332650,3/13/2016,3226,2.30999994277954,2.30999994277954,0,0,0,2.27999997138977,0,0,0,136,771,2480
4020332650,3/14/2016,3023,2.17000007629395,2.17000007629395,0,0,0,2.14000010490417,0,0,0,145,1005,2570
4020332650,3/15/2016,5906,4.23000001907349,4.23000001907349,0,0,0.159999996423721,4.03999996185303,0,0,10,215,874,3016
4020332650,3/16/2016,12483,8.98999977111816,8.98999977111816,0,1.45000004768372,0.569999992847443,6.90000009536743,0,25,14,309,599,3830
4020332650,3/17/2016,8940,6.40999984741211,6.40999984741211,0,0,0,0.610000014305115,0.0399999991059303,0,0,47,986,3706
4020332650,3/18/2016,368,0.259999990463257,0.259999990463257,0,0,0,0,0,0,0,0,1440,2024
4020332650,3/19/2016,5702,4.09000015258789,4.09000015258789,0,0,0,0,0,0,0,0,1440,2980
4020332650,3/20/2016,10330,7.40999984741211,7.40999984741211,0,0,0,0,0,0,0,0,1440,3728
4020332650,3/21/2016,8778,6.28999996185303,6.28999996185303,0,0,0,0,0,0,0,0,1440,3348
4020332650,3/22/2016,6662,4.78000020980835,4.78000020980835,0,0,0,0,0,0,0,0,1440,3162
4020332650,3/23/2016,6309,4.51999998092651,4.51999998092651,0,0,0,0,0,0,0,0,1440,3140
4020332650,3/24/2016,1951,1.4099999666214,1.4099999666214,0,0,0,0,0,0,0,0,1440,1980
4020332650,3/25/2016,5563,3.99000000953674,3.99000000953674,0,0,0,0,0,0,0,0,1440,3681
4020332650,3/26/2016,4370,3.13000011444092,3.13000011444092,0,0,0,0,0,0,0,0,1440,3444
4020332650,3/27/2016,7144,5.11999988555908,5.11999988555908,0,0,0,0,0,0,0,0,1440,3510
4020332650,3/28/2016,2106,1.50999999046326,1.50999999046326,0,0.0199999995529652,0.0500000007450581,0.209999993443489,0,31,45,75,1289,4010
4020332650,3/29/2016,4152,2.98000001907349,2.98000001907349,0,0,0,2.96000003814697,0,0,0,187,1253,2976
4020332650,3/30/2016,5400,3.86999988555908,3.86999988555908,0,0,0,3.84999990463257,0,0,0,258,795,3418
4020332650,3/31/2016,7428,5.32999992370605,5.32999992370605,0,0.870000004768372,0.920000016689301,3.50999999046326,0,18,33,261,860,3439
4020332650,4/1/2016,5351,3.83999991416931,3.83999991416931,0,0.620000004768372,0.180000007152557,3.00999999046326,0,15,17,210,748,3338
4020332650,4/2/2016,4299,3.09999990463257,3.09999990463257,0,0.0900000035762787,0.209999993443489,2.74000000953674,0.0399999991059303,3,15,162,752,2892
4020332650,4/3/2016,6107,4.38000011444092,4.38000011444092,0,0,0,4.3600001335144,0,0,0,265,776,3313
4020332650,4/4/2016,6429,4.59999990463257,4.59999990463257,0,0,0.949999988079071,3.65000009536743,0,0,28,193,741,3118
4020332650,4/5/2016,6880,4.92999982833862,4.92999982833862,0,0.5,0.759999990463257,3.65000009536743,0,7,19,165,1249,2966
4020332650,4/6/2016,7476,5.3600001335144,5.3600001335144,0,0,0,5.30999994277954,0,0,0,263,920,3253
4020332650,4/7/2016,6581,4.71999979019165,4.71999979019165,0,0,0.28999999165535,4.3899998664856,0,0,8,241,1191,3032
4020332650,4/8/2016,10480,7.51000022888184,7.51000022888184,0,0.409999996423721,1.47000002861023,5.01000022888184,0.0399999991059303,6,37,272,1125,4034
4020332650,4/9/2016,7734,5.55000019073486,5.55000019073486,0,1.1599999666214,0.490000009536743,3.8199999332428,0.0599999986588955,20,12,223,1185,3264
4020332650,4/10/2016,5129,3.6800000667572,3.6800000667572,0,0.180000007152557,0.239999994635582,3.21000003814697,0.00999999977648258,5,7,176,1178,2817
4020332650,4/11/2016,2993,2.15000009536743,2.15000009536743,0,0,0,2.08999991416931,0,0,0,114,888,2507
4020332650,4/12/2016,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,321,446
4057192912,3/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777
4057192912,3/13/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777
4057192912,3/14/2016,8433,6.23000001907349,6.23000001907349,0,2.45000004768372,0.330000013113022,3.44000005722046,0,30,7,135,1268,2453
4057192912,3/15/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/16/2016,2139,1.55999994277954,1.55999994277954,0,0,1.29999995231628,0.259999990463257,0,0,28,15,1397,1935
4057192912,3/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/18/2016,949,0.689999997615814,0.689999997615814,0,0,0,0.689999997615814,0,0,0,34,1406,1870
4057192912,3/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777
4057192912,3/20/2016,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1782
4057192912,3/21/2016,2660,1.94000005722046,1.94000005722046,0,0,0,1.94000005722046,0,0,0,46,1394,1978
4057192912,3/22/2016,5561,4.19000005722046,4.19000005722046,0,0,0,4.07000017166138,0,0,0,169,1271,2296
4057192912,3/23/2016,7239,5.34000015258789,5.34000015258789,0,0.550000011920929,0.360000014305115,4.38000011444092,0,7,7,190,1236,2484
4057192912,3/24/2016,7,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1787
4057192912,3/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,3/27/2016,2275,1.67999994754791,1.67999994754791,0,0,0,1.6599999666214,0,0,0,86,1354,2005
4057192912,3/28/2016,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1778
4057192912,3/29/2016,5137,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,160,1280,2293
4057192912,3/30/2016,5419,4,4.57000017166138,0.055842999368906,0,0,3.91000008583069,0.0599999986588955,0,0,145,1295,2259
4057192912,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/2/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/6/2016,18,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,2,1438,1780
4057192912,4/7/2016,4,0,0,0,0,0,0,0,0,0,1,1439,1778
4057192912,4/8/2016,8426,6.15999984741211,6.15999984741211,0,0.129999995231628,5.48999977111816,0.540000021457672,0,2,120,25,1293,2360
